Wortpaar,zugeteilte Distanz,Distanz Klasse,Verglichen mit gegebener Distanz,Spieler ID,Art des Levels,Version der gegebenen Distanz,Anzahl Bewertungen
Streichholz-Weinflasche,4,2,anders,102,standard,2,5
Streichholz-Weinflasche,2,1,gleich,191,bonus,1,5
Streichholz-Weinflasche,2,1,initial,395,bonus,0,5
Tasse-Bleistift,4,2,anders,256,standard,2,3
Tasse-Bleistift,6,3,anders,290,standard,1,3
Tasse-Bleistift,5,3,initial,710,standard,0,3
Tasse-Buegeleisen,4,2,anders,738,standard,1,2
Tasse-Buegeleisen,6,3,initial,820,standard,0,2
Tasse-Glas,1,1,anders,416,standard,7,8
Tasse-Glas,3,2,gleich,231,standard,6,8
Tasse-Glas,4,2,anders,672,standard,5,8
Tasse-Glas,3,2,gleich,256,standard,4,8
Tasse-Glas,1,1,anders,865,standard,3,8
Tasse-Glas,2,1,anders,367,standard,2,8
Tasse-Glas,2,1,anders,820,standard,1,8
Tasse-Glas,4,2,initial,216,standard,0,8
Tasse-Kabel,1,1,initial,256,standard,0,1
Kaffee-Tasse,1,1,anders,231,standard,9,10
Kaffee-Tasse,1,1,anders,256,standard,8,10
Kaffee-Tasse,2,1,gleich,845,standard,7,10
Kaffee-Tasse,2,1,anders,738,standard,6,10
Kaffee-Tasse,6,3,anders,261,standard,5,10
Kaffee-Tasse,1,1,anders,629,standard,4,10
Kaffee-Tasse,3,2,gleich,881,standard,3,10
Kaffee-Tasse,6,3,anders,216,standard,2,10
Kaffee-Tasse,1,1,gleich,191,bonus,1,10
Kaffee-Tasse,1,1,initial,952,standard,0,10
Tasse-Klebeband,3,2,gleich,146,bonus,2,3
Tasse-Klebeband,2,1,anders,643,bonus,1,3
Tasse-Klebeband,3,2,initial,232,standard,0,3
Kochloeffel-Tasse,4,2,anders,704,standard,5,6
Kochloeffel-Tasse,1,1,gleich,865,standard,4,6
Kochloeffel-Tasse,2,1,gleich,367,bonus,3,6
Kochloeffel-Tasse,2,1,gleich,728,standard,2,6
Kochloeffel-Tasse,2,1,anders,202,bonus,1,6
Kochloeffel-Tasse,1,1,initial,164,standard,0,6
Korken-Tasse,6,3,anders,600,standard,2,3
Korken-Tasse,2,1,anders,290,standard,1,3
Korken-Tasse,5,3,initial,164,standard,0,3
Tasse-Kugelschreiber,5,3,gleich,564,bonus,1,2
Tasse-Kugelschreiber,5,3,initial,629,standard,0,2
Tasse-Lampe,1,1,initial,663,standard,0,1
Tasse-Nadel,1,1,gleich,367,bonus,3,4
Tasse-Nadel,2,1,anders,629,standard,2,4
Tasse-Nadel,1,1,gleich,208,bonus,1,4
Tasse-Nadel,1,1,initial,232,standard,0,4
Papiertaschentuch-Tasse,1,1,anders,231,standard,3,4
Papiertaschentuch-Tasse,3,2,gleich,256,standard,2,4
Papiertaschentuch-Tasse,4,2,anders,367,standard,1,4
Papiertaschentuch-Tasse,2,1,initial,607,standard,0,4
Tasse-Plastikverpackung,5,3,anders,416,standard,6,7
Tasse-Plastikverpackung,4,2,anders,704,standard,5,7
Tasse-Plastikverpackung,2,1,gleich,564,bonus,4,7
Tasse-Plastikverpackung,2,1,anders,820,standard,3,7
Tasse-Plastikverpackung,6,3,anders,629,standard,2,7
Tasse-Plastikverpackung,2,1,anders,643,bonus,1,7
Tasse-Plastikverpackung,1,1,initial,208,bonus,0,7
Tasse-Schere,2,1,initial,643,bonus,0,1
Tasse-Schwamm,1,1,anders,416,standard,1,2
Tasse-Schwamm,3,2,initial,938,standard,0,2
Seife-Tasse,2,1,gleich,383,bonus,2,3
Seife-Tasse,2,1,anders,728,standard,1,3
Seife-Tasse,1,1,initial,208,bonus,0,3
Tasse-Streichholz,2,1,anders,383,standard,1,1
Tasse-Toilettenpapier,5,3,anders,367,standard,1,2
Tasse-Toilettenpapier,4,2,initial,102,bonus,0,2
Topfdeckel-Tasse,4,2,gleich,704,standard,6,6
Topfdeckel-Tasse,6,3,anders,672,standard,5,6
Topfdeckel-Tasse,2,1,anders,256,standard,4,6
Topfdeckel-Tasse,4,2,anders,801,standard,3,6
Topfdeckel-Tasse,1,1,anders,820,standard,2,6
Topfdeckel-Tasse,3,2,anders,164,standard,1,6
Tasse-Waschmaschine,3,2,gleich,290,standard,2,3
Tasse-Waschmaschine,4,2,anders,738,standard,1,3
Tasse-Waschmaschine,3,2,initial,825,standard,0,3
Weinflasche-Tasse,3,2,gleich,328,standard,6,7
Weinflasche-Tasse,3,2,gleich,845,standard,5,7
Weinflasche-Tasse,6,3,anders,261,standard,4,7
Weinflasche-Tasse,5,3,anders,383,standard,3,7
Weinflasche-Tasse,2,1,gleich,621,bonus,2,7
Weinflasche-Tasse,2,1,initial,191,bonus,0,7
Weinflasche-Tasse,3,2,initial,208,bonus,0,7
Tee-Bleistift,5,3,anders,710,standard,1,2
Tee-Bleistift,6,3,initial,663,standard,0,2
Tee-Buegeleisen,3,2,anders,564,standard,3,4
Tee-Buegeleisen,4,2,gleich,738,standard,2,4
Tee-Buegeleisen,4,2,anders,383,standard,1,4
Tee-Buegeleisen,5,3,initial,719,standard,0,4
Tee-Faden,2,1,anders,738,standard,3,4
Tee-Faden,1,1,anders,543,standard,2,4
Tee-Faden,5,3,gleich,825,bonus,1,4
Tee-Faden,5,3,initial,712,standard,0,4
Geschirrtuch-Tee,1,1,anders,256,standard,7,8
Geschirrtuch-Tee,4,2,anders,801,bonus,6,8
Geschirrtuch-Tee,2,1,gleich,820,standard,5,8
Geschirrtuch-Tee,4,2,anders,933,bonus,4,8
Geschirrtuch-Tee,1,1,anders,230,standard,3,8
Geschirrtuch-Tee,4,2,anders,102,standard,2,8
Geschirrtuch-Tee,1,1,anders,143,standard,1,8
Geschirrtuch-Tee,3,2,initial,952,standard,0,8
Glas-Tee,2,1,gleich,793,standard,7,8
Glas-Tee,2,1,gleich,1008,standard,6,8
Glas-Tee,2,1,gleich,306,bonus,5,8
Glas-Tee,1,1,anders,738,standard,4,8
Glas-Tee,3,2,gleich,820,standard,3,8
Glas-Tee,2,1,anders,383,standard,2,8
Glas-Tee,5,3,anders,153,standard,1,8
Glas-Tee,1,1,initial,395,bonus,0,8
Kabel-Tee,5,3,anders,261,standard,1,2
Kabel-Tee,4,2,initial,353,standard,0,2
Tee-Kaffeemaschine,2,1,gleich,256,standard,4,5
Tee-Kaffeemaschine,1,1,anders,306,standard,3,5
Tee-Kaffeemaschine,4,2,anders,629,standard,2,5
Tee-Kaffeemaschine,2,1,anders,607,bonus,1,5
Tee-Kaffeemaschine,3,2,initial,147,standard,0,5
Kerze-Tee,4,2,anders,663,standard,4,4
Kerze-Tee,1,1,gleich,629,standard,3,4
Kerze-Tee,2,1,gleich,933,bonus,2,4
Kerze-Tee,2,1,anders,682,standard,1,4
Tee-Nadel,1,1,initial,652,standard,0,1
Tee-Plastikverpackung,4,2,gleich,256,bonus,3,4
Tee-Plastikverpackung,6,3,anders,820,standard,2,4
Tee-Plastikverpackung,4,2,anders,202,standard,1,4
Tee-Plastikverpackung,3,2,initial,395,bonus,0,4
Schere-Tee,2,1,gleich,306,standard,2,3
Schere-Tee,3,2,anders,395,bonus,1,3
Schere-Tee,1,1,initial,825,bonus,0,3
Tee-Seife,6,3,anders,600,standard,1,2
Tee-Seife,5,3,initial,261,standard,0,2
Tasse-Tee,1,1,gleich,328,standard,22,22
Tasse-Tee,1,1,gleich,704,standard,21,22
Tasse-Tee,1,1,gleich,231,standard,20,22
Tasse-Tee,4,2,anders,672,standard,19,22
Tasse-Tee,3,2,anders,845,standard,18,22
Tasse-Tee,2,1,gleich,256,standard,17,22
Tasse-Tee,1,1,gleich,600,standard,16,22
Tasse-Tee,1,1,gleich,801,standard,15,22
Tasse-Tee,1,1,gleich,738,standard,14,22
Tasse-Tee,1,1,gleich,710,standard,13,22
Tasse-Tee,2,1,gleich,663,standard,12,22
Tasse-Tee,1,1,gleich,629,standard,11,22
Tasse-Tee,2,1,gleich,290,standard,10,22
Tasse-Tee,3,2,anders,719,standard,9,22
Tasse-Tee,1,1,gleich,230,standard,8,22
Tasse-Tee,5,3,anders,726,standard,7,22
Tasse-Tee,1,1,gleich,938,standard,6,22
Tasse-Tee,2,1,gleich,202,standard,5,22
Tasse-Tee,1,1,gleich,607,bonus,4,22
Tasse-Tee,2,1,gleich,682,standard,3,22
Tasse-Tee,1,1,gleich,291,standard,2,22
Tasse-Tee,2,1,anders,952,standard,1,22
Tee-Tisch,2,1,gleich,845,standard,4,5
Tee-Tisch,1,1,anders,621,standard,3,5
Tee-Tisch,1,1,anders,938,standard,2,5
Tee-Tisch,4,2,anders,543,standard,1,5
Tee-Tisch,2,1,initial,952,standard,0,5
Tee-Waschmaschine,5,3,anders,793,standard,6,7
Tee-Waschmaschine,1,1,anders,306,standard,5,7
Tee-Waschmaschine,4,2,gleich,738,standard,4,7
Tee-Waschmaschine,6,3,anders,820,standard,3,7
Tee-Waschmaschine,5,3,anders,663,standard,2,7
Tee-Waschmaschine,4,2,gleich,102,standard,1,7
Tee-Waschmaschine,4,2,initial,153,standard,0,7
Weinflasche-Tee,3,2,anders,845,standard,7,8
Weinflasche-Tee,1,1,anders,738,standard,6,8
Weinflasche-Tee,1,1,anders,543,standard,5,8
Weinflasche-Tee,2,1,gleich,242,standard,4,8
Weinflasche-Tee,2,1,gleich,665,standard,3,8
Weinflasche-Tee,2,1,gleich,395,bonus,2,8
Weinflasche-Tee,4,2,anders,825,bonus,1,8
Weinflasche-Tee,1,1,initial,143,standard,0,8
Teller-Feuerzeug,4,2,initial,682,bonus,0,1
Glas-Teller,2,1,anders,416,bonus,4,5
Glas-Teller,2,1,anders,845,standard,3,5
Glas-Teller,5,3,anders,865,standard,2,5
Glas-Teller,4,2,anders,242,standard,1,5
Glas-Teller,1,1,initial,825,standard,0,5
Kabel-Teller,2,1,anders,416,bonus,1,2
Kabel-Teller,6,3,initial,1088,standard,0,2
Kaffee-Teller,4,2,gleich,231,standard,2,3
Kaffee-Teller,5,3,anders,543,standard,1,3
Kaffee-Teller,3,2,initial,143,standard,0,3
Teller-Kaffeemaschine,6,3,anders,1088,standard,3,4
Teller-Kaffeemaschine,2,1,gleich,256,standard,2,4
Teller-Kaffeemaschine,2,1,anders,290,standard,1,4
Teller-Kaffeemaschine,1,1,initial,712,standard,0,4
Teller-Kochtopf,3,2,gleich,416,bonus,6,6
Teller-Kochtopf,4,2,anders,256,bonus,5,6
Teller-Kochtopf,2,1,anders,782,standard,4,6
Teller-Kochtopf,5,3,anders,367,standard,3,6
Teller-Kochtopf,3,2,gleich,652,standard,2,6
Teller-Kochtopf,3,2,anders,682,bonus,1,6
Teller-Lampe,4,2,gleich,261,standard,2,3
Teller-Lampe,3,2,anders,202,bonus,1,3
Teller-Lampe,5,3,initial,164,standard,0,3
Nadel-Teller,2,1,anders,416,standard,3,4
Nadel-Teller,1,1,anders,662,standard,2,4
Nadel-Teller,4,2,anders,102,bonus,1,4
Nadel-Teller,6,3,initial,232,standard,0,4
Teller-Papier,4,2,initial,290,standard,0,1
Teller-Plastikverpackung,1,1,initial,1088,standard,0,1
Schere-Teller,4,2,anders,242,bonus,1,2
Schere-Teller,3,2,initial,1056,bonus,0,2
Teller-Schwamm,1,1,anders,865,standard,1,2
Teller-Schwamm,5,3,initial,230,standard,0,2
Teller-Spuelmittel,5,3,anders,465,standard,8,9
Teller-Spuelmittel,3,2,anders,652,standard,7,9
Teller-Spuelmittel,5,3,anders,230,standard,6,9
Teller-Spuelmittel,4,2,anders,102,bonus,5,9
Teller-Spuelmittel,1,1,gleich,1022,standard,4,9
Teller-Spuelmittel,1,1,gleich,682,standard,3,9
Teller-Spuelmittel,1,1,gleich,825,standard,2,9
Teller-Spuelmittel,1,1,gleich,1056,bonus,1,9
Teller-Spuelmittel,1,1,initial,712,standard,0,9
Teller-Tasse,1,1,anders,704,bonus,8,9
Teller-Tasse,5,3,anders,1008,standard,7,9
Teller-Tasse,1,1,anders,865,standard,6,9
Teller-Tasse,1,1,anders,738,standard,5,9
Teller-Tasse,3,2,gleich,352,bonus,4,9
Teller-Tasse,1,1,anders,230,standard,3,9
Teller-Tasse,1,1,anders,728,standard,2,9
Teller-Tasse,6,3,anders,232,standard,1,9
Teller-Tasse,3,2,initial,164,standard,0,9
Teller-Tee,1,1,anders,256,standard,4,5
Teller-Tee,2,1,anders,290,standard,3,5
Teller-Tee,5,3,gleich,230,standard,2,5
Teller-Tee,5,3,gleich,543,standard,1,5
Teller-Tee,5,3,initial,712,standard,0,5
Teller-Waescheklammer,1,1,anders,1088,standard,4,5
Teller-Waescheklammer,3,2,gleich,290,standard,3,5
Teller-Waescheklammer,1,1,anders,402,standard,2,5
Teller-Waescheklammer,6,3,anders,999,standard,1,5
Teller-Waescheklammer,1,1,initial,825,standard,0,5
Tisch-Bleistift,1,1,anders,261,standard,1,2
Tisch-Bleistift,5,3,initial,663,standard,0,2
Tisch-Faden,3,2,anders,801,standard,1,2
Tisch-Faden,4,2,initial,629,standard,0,2
Feuerzeug-Tisch,3,2,gleich,231,bonus,2,3
Feuerzeug-Tisch,4,2,anders,518,standard,1,3
Feuerzeug-Tisch,3,2,initial,682,standard,0,3
Tisch-Holzbrett,6,3,anders,662,standard,4,5
Tisch-Holzbrett,2,1,gleich,782,standard,3,5
Tisch-Holzbrett,3,2,anders,710,standard,2,5
Tisch-Holzbrett,1,1,gleich,153,standard,1,5
Tisch-Holzbrett,1,1,initial,395,standard,0,5
Kabel-Tisch,2,1,anders,416,bonus,1,2
Kabel-Tisch,1,1,initial,191,bonus,0,2
Tisch-Kerze,6,3,anders,261,standard,4,5
Tisch-Kerze,4,2,anders,710,standard,3,5
Tisch-Kerze,3,2,gleich,643,bonus,2,5
Tisch-Kerze,2,1,anders,560,standard,1,5
Tisch-Kerze,4,2,initial,147,standard,0,5
Tisch-Kochloeffel,6,3,anders,782,standard,2,3
Tisch-Kochloeffel,4,2,anders,629,standard,1,3
Tisch-Kochloeffel,5,3,initial,271,standard,0,3
Tisch-Kochtopf,3,2,gleich,416,bonus,4,5
Tisch-Kochtopf,4,2,gleich,1008,bonus,3,5
Tisch-Kochtopf,6,3,anders,782,standard,2,5
Tisch-Kochtopf,2,1,gleich,643,bonus,1,5
Tisch-Kochtopf,2,1,initial,202,standard,0,5
Tisch-Kopfhoerer,2,1,anders,710,bonus,2,3
Tisch-Kopfhoerer,1,1,gleich,560,standard,1,3
Tisch-Kopfhoerer,1,1,initial,153,standard,0,3
Korken-Tisch,5,3,anders,682,standard,1,2
Korken-Tisch,2,1,initial,825,standard,0,2
Tisch-Kugelschreiber,3,2,gleich,643,standard,3,4
Tisch-Kugelschreiber,3,2,gleich,621,bonus,2,4
Tisch-Kugelschreiber,2,1,anders,560,standard,1,4
Tisch-Kugelschreiber,3,2,initial,147,standard,0,4
Lampe-Tisch,5,3,anders,704,standard,3,4
Lampe-Tisch,4,2,anders,261,standard,2,4
Lampe-Tisch,1,1,anders,230,standard,1,4
Lampe-Tisch,2,1,initial,1028,standard,0,4
Nadel-Tisch,4,2,anders,710,standard,1,2
Nadel-Tisch,1,1,initial,383,standard,0,2
Papiertaschentuch-Tisch,5,3,anders,256,standard,3,4
Papiertaschentuch-Tisch,2,1,gleich,261,standard,2,4
Papiertaschentuch-Tisch,2,1,anders,560,standard,1,4
Papiertaschentuch-Tisch,3,2,initial,712,standard,0,4
Tisch-Schwamm,3,2,initial,938,standard,0,1
Tisch-Spuelmittel,4,2,anders,261,standard,1,2
Tisch-Spuelmittel,2,1,initial,560,standard,0,2
Tasse-Tisch,5,3,anders,256,standard,7,8
Tasse-Tisch,2,1,anders,845,standard,6,8
Tasse-Tisch,6,3,anders,261,standard,5,8
Tasse-Tisch,5,3,anders,726,standard,4,8
Tasse-Tisch,4,2,anders,938,standard,3,8
Tasse-Tisch,1,1,anders,202,standard,2,8
Tasse-Tisch,1,1,anders,191,bonus,1,8
Tasse-Tisch,3,2,initial,682,standard,0,8
Teller-Tisch,3,2,gleich,416,bonus,9,9
Teller-Tisch,2,1,anders,845,standard,8,9
Teller-Tisch,6,3,anders,1008,standard,7,9
Teller-Tisch,4,2,anders,261,standard,6,9
Teller-Tisch,1,1,anders,710,standard,5,9
Teller-Tisch,3,2,gleich,402,standard,4,9
Teller-Tisch,4,2,anders,518,standard,3,9
Teller-Tisch,1,1,anders,825,standard,2,9
Teller-Tisch,5,3,anders,543,standard,1,9
Tisch-Toilettenpapier,4,2,anders,306,standard,4,5
Tisch-Toilettenpapier,4,2,anders,518,standard,3,5
Tisch-Toilettenpapier,1,1,anders,825,standard,2,5
Tisch-Toilettenpapier,5,3,anders,383,standard,1,5
Tisch-Toilettenpapier,2,1,initial,153,standard,0,5
Tisch-Topfdeckel,2,1,initial,938,standard,0,1
Tisch-Waescheklammer,1,1,anders,801,standard,4,5
Tisch-Waescheklammer,2,1,anders,402,standard,3,5
Tisch-Waescheklammer,4,2,gleich,825,standard,2,5
Tisch-Waescheklammer,6,3,anders,999,standard,1,5
Tisch-Waescheklammer,1,1,initial,143,standard,0,5
Tisch-Waschmaschine,1,1,anders,738,standard,1,2
Tisch-Waschmaschine,3,2,initial,208,bonus,0,2
Weinflasche-Tisch,3,2,gleich,231,bonus,7,8
Weinflasche-Tisch,3,2,gleich,845,standard,6,8
Weinflasche-Tisch,2,1,gleich,865,bonus,5,8
Weinflasche-Tisch,4,2,anders,230,standard,4,8
Weinflasche-Tisch,1,1,anders,153,standard,3,8
Weinflasche-Tisch,4,2,anders,202,standard,2,8
Weinflasche-Tisch,1,1,gleich,191,bonus,1,8
Weinflasche-Tisch,1,1,initial,143,standard,0,8
Bleistift-Toilettenpapier,3,2,gleich,672,bonus,3,3
Bleistift-Toilettenpapier,3,2,gleich,825,bonus,2,3
Bleistift-Toilettenpapier,3,2,gleich,682,standard,1,3
Toilettenpapier-Faden,5,3,initial,697,standard,0,1
Toilettenpapier-Feuerzeug,4,2,anders,147,standard,2,3
Toilettenpapier-Feuerzeug,6,3,gleich,1028,bonus,1,3
Toilettenpapier-Feuerzeug,6,3,initial,825,standard,0,3
Toilettenpapier-Gemuesemesser,5,3,gleich,697,standard,5,6
Toilettenpapier-Gemuesemesser,5,3,gleich,383,standard,4,6
Toilettenpapier-Gemuesemesser,6,3,anders,617,standard,3,6
Toilettenpapier-Gemuesemesser,4,2,anders,368,standard,2,6
Toilettenpapier-Gemuesemesser,6,3,anders,726,standard,1,6
Toilettenpapier-Gemuesemesser,4,2,initial,682,standard,0,6
Geschirrtuch-Toilettenpapier,6,3,anders,465,standard,6,7
Geschirrtuch-Toilettenpapier,5,3,anders,383,standard,5,7
Geschirrtuch-Toilettenpapier,6,3,anders,726,standard,4,7
Geschirrtuch-Toilettenpapier,4,2,gleich,938,standard,3,7
Geschirrtuch-Toilettenpapier,3,2,gleich,607,standard,2,7
Geschirrtuch-Toilettenpapier,1,1,anders,682,standard,1,7
Geschirrtuch-Toilettenpapier,6,3,initial,1028,standard,0,7
Toilettenpapier-Kabel,4,2,anders,306,bonus,2,3
Toilettenpapier-Kabel,4,2,anders,682,standard,1,3
Toilettenpapier-Kabel,2,1,initial,665,standard,0,3
Toilettenpapier-Kaffeemaschine,5,3,gleich,825,standard,5,6
Toilettenpapier-Kaffeemaschine,4,2,gleich,617,standard,4,6
Toilettenpapier-Kaffeemaschine,4,2,gleich,728,standard,3,6
Toilettenpapier-Kaffeemaschine,4,2,gleich,147,standard,2,6
Toilettenpapier-Kaffeemaschine,5,3,anders,139,standard,1,6
Toilettenpapier-Kaffeemaschine,4,2,initial,952,standard,0,6
Kerze-Toilettenpapier,2,1,anders,672,bonus,3,4
Kerze-Toilettenpapier,1,1,anders,404,bonus,2,4
Kerze-Toilettenpapier,4,2,gleich,102,bonus,1,4
Kerze-Toilettenpapier,4,2,initial,952,standard,0,4
Klebeband-Toilettenpapier,4,2,anders,306,standard,3,3
Klebeband-Toilettenpapier,2,1,gleich,432,standard,2,3
Klebeband-Toilettenpapier,1,1,anders,208,standard,1,3
Kochtopf-Toilettenpapier,4,2,anders,256,standard,1,2
Kochtopf-Toilettenpapier,3,2,initial,368,standard,0,2
Papiertaschentuch-Toilettenpapier,4,2,gleich,643,standard,11,12
Papiertaschentuch-Toilettenpapier,6,3,anders,465,standard,10,12
Papiertaschentuch-Toilettenpapier,3,2,gleich,231,standard,9,12
Papiertaschentuch-Toilettenpapier,5,3,anders,367,standard,8,12
Papiertaschentuch-Toilettenpapier,3,2,gleich,825,bonus,7,12
Papiertaschentuch-Toilettenpapier,5,3,anders,728,standard,6,12
Papiertaschentuch-Toilettenpapier,2,1,gleich,938,standard,5,12
Papiertaschentuch-Toilettenpapier,1,1,anders,151,standard,4,12
Papiertaschentuch-Toilettenpapier,4,2,anders,242,standard,3,12
Papiertaschentuch-Toilettenpapier,1,1,anders,432,standard,2,12
Papiertaschentuch-Toilettenpapier,4,2,anders,208,standard,1,12
Papiertaschentuch-Toilettenpapier,3,2,initial,154,standard,0,12
Plastikverpackung-Toilettenpapier,6,3,anders,697,standard,6,7
Plastikverpackung-Toilettenpapier,6,3,anders,416,standard,5,7
Plastikverpackung-Toilettenpapier,2,1,anders,136,standard,4,7
Plastikverpackung-Toilettenpapier,4,2,anders,643,standard,3,7
Plastikverpackung-Toilettenpapier,6,3,anders,465,standard,2,7
Plastikverpackung-Toilettenpapier,4,2,anders,728,standard,1,7
Plastikverpackung-Toilettenpapier,5,3,initial,164,standard,0,7
Schere-Toilettenpapier,4,2,anders,306,standard,1,2
Schere-Toilettenpapier,3,2,initial,938,standard,0,2
Toilettenpapier-Schwamm,5,3,anders,306,standard,1,2
Toilettenpapier-Schwamm,3,2,initial,726,standard,0,2
Spuelmittel-Toilettenpapier,6,3,anders,465,standard,3,4
Spuelmittel-Toilettenpapier,4,2,gleich,383,bonus,2,4
Spuelmittel-Toilettenpapier,5,3,anders,726,standard,1,4
Spuelmittel-Toilettenpapier,4,2,initial,147,bonus,0,4
Streichholz-Toilettenpapier,5,3,anders,306,standard,3,4
Streichholz-Toilettenpapier,4,2,gleich,147,standard,2,4
Streichholz-Toilettenpapier,4,2,gleich,682,standard,1,4
Streichholz-Toilettenpapier,4,2,initial,1063,standard,0,4
Toilettenpapier-Tee,3,2,initial,146,standard,0,1
Toilettenpapier-Teller,6,3,gleich,518,standard,1,2
Toilettenpapier-Teller,6,3,initial,383,standard,0,2
Topfdeckel-Toilettenpapier,1,1,anders,151,standard,2,3
Topfdeckel-Toilettenpapier,3,2,anders,242,standard,1,3
Topfdeckel-Toilettenpapier,1,1,initial,191,standard,0,3
Topfdeckel-Faden,1,1,initial,290,standard,0,1
Feuerzeug-Topfdeckel,3,2,gleich,416,bonus,6,7
Feuerzeug-Topfdeckel,4,2,anders,306,bonus,5,7
Feuerzeug-Topfdeckel,1,1,anders,801,standard,4,7
Feuerzeug-Topfdeckel,2,1,gleich,404,standard,3,7
Feuerzeug-Topfdeckel,3,2,anders,629,standard,2,7
Feuerzeug-Topfdeckel,1,1,anders,353,standard,1,7
Feuerzeug-Topfdeckel,3,2,initial,938,standard,0,7
Topfdeckel-Glas,2,1,initial,682,bonus,0,1
Topfdeckel-Kaffeemaschine,2,1,anders,256,standard,3,4
Topfdeckel-Kaffeemaschine,6,3,anders,151,standard,2,4
Topfdeckel-Kaffeemaschine,2,1,anders,607,standard,1,4
Topfdeckel-Kaffeemaschine,3,2,initial,825,bonus,0,4
Klebeband-Topfdeckel,3,2,anders,782,bonus,2,3
Klebeband-Topfdeckel,1,1,anders,402,standard,1,3
Klebeband-Topfdeckel,3,2,initial,164,standard,0,3
Topfdeckel-Kochtopf,1,1,anders,231,standard,15,15
Topfdeckel-Kochtopf,3,2,gleich,256,standard,14,15
Topfdeckel-Kochtopf,3,2,gleich,782,bonus,13,15
Topfdeckel-Kochtopf,1,1,anders,801,standard,12,15
Topfdeckel-Kochtopf,6,3,anders,107,standard,11,15
Topfdeckel-Kochtopf,1,1,anders,261,standard,10,15
Topfdeckel-Kochtopf,4,2,anders,457,standard,9,15
Topfdeckel-Kochtopf,1,1,anders,391,standard,7,15
Topfdeckel-Kochtopf,2,1,gleich,353,bonus,7,15
Topfdeckel-Kochtopf,5,3,anders,652,standard,6,15
Topfdeckel-Kochtopf,1,1,gleich,643,standard,5,15
Topfdeckel-Kochtopf,2,1,gleich,726,standard,4,15
Topfdeckel-Kochtopf,1,1,gleich,242,bonus,3,15
Topfdeckel-Kochtopf,3,2,anders,952,standard,2,15
Topfdeckel-Kochtopf,1,1,gleich,154,standard,1,15
Kopfhoerer-Topfdeckel,4,2,anders,146,bonus,3,4
Kopfhoerer-Topfdeckel,6,3,anders,290,standard,2,4
Kopfhoerer-Topfdeckel,1,1,anders,352,standard,1,4
Kopfhoerer-Topfdeckel,2,1,initial,151,standard,0,4
Topfdeckel-Korken,2,1,initial,402,standard,0,1
Topfdeckel-Kugelschreiber,6,3,initial,726,standard,0,1
Topfdeckel-Lampe,4,2,initial,383,standard,0,1
Topfdeckel-Nadel,1,1,gleich,662,standard,1,2
Topfdeckel-Nadel,1,1,initial,600,standard,0,2
Papier-Topfdeckel,6,3,anders,672,standard,3,4
Papier-Topfdeckel,3,2,gleich,404,standard,2,4
Papier-Topfdeckel,4,2,anders,621,standard,1,4
Papier-Topfdeckel,3,2,initial,368,standard,0,4
Topfdeckel-Papiertaschentuch,4,2,anders,431,standard,2,3
Topfdeckel-Papiertaschentuch,6,3,anders,151,standard,1,3
Topfdeckel-Papiertaschentuch,5,3,initial,191,standard,0,3
Topfdeckel-Plastikverpackung,5,3,initial,146,bonus,0,1
Schere-Topfdeckel,2,1,anders,416,bonus,4,5
Schere-Topfdeckel,3,2,gleich,404,standard,3,5
Schere-Topfdeckel,3,2,gleich,367,standard,2,5
Schere-Topfdeckel,3,2,anders,629,standard,1,5
Schere-Topfdeckel,4,2,initial,682,bonus,0,5
Topfdeckel-Schwamm,1,1,anders,865,standard,2,3
Topfdeckel-Schwamm,4,2,gleich,306,bonus,1,3
Topfdeckel-Schwamm,4,2,initial,509,standard,0,3
Spuelmittel-Topfdeckel,2,1,gleich,629,standard,3,4
Spuelmittel-Topfdeckel,3,2,anders,652,standard,2,4
Spuelmittel-Topfdeckel,1,1,anders,621,standard,1,4
Spuelmittel-Topfdeckel,3,2,initial,208,standard,0,4
Topfdeckel-Tee,1,1,anders,256,standard,2,3
Topfdeckel-Tee,2,1,gleich,306,bonus,1,3
Topfdeckel-Tee,2,1,initial,290,standard,0,3
Topfdeckel-Teller,1,1,anders,256,standard,7,8
Topfdeckel-Teller,4,2,anders,290,standard,6,8
Topfdeckel-Teller,6,3,anders,107,standard,5,8
Topfdeckel-Teller,1,1,anders,367,standard,4,8
Topfdeckel-Teller,1,1,anders,402,standard,3,8
Topfdeckel-Teller,3,2,anders,652,standard,2,8
Topfdeckel-Teller,2,1,gleich,242,bonus,1,8
Topfdeckel-Teller,2,1,initial,825,standard,0,8
Waescheklammer-Topfdeckel,4,2,anders,290,standard,3,4
Waescheklammer-Topfdeckel,3,2,gleich,509,standard,2,4
Waescheklammer-Topfdeckel,3,2,anders,352,standard,1,4
Waescheklammer-Topfdeckel,2,1,initial,164,standard,0,4
Waschmaschine-Topfdeckel,3,2,gleich,564,standard,6,7
Waschmaschine-Topfdeckel,2,1,gleich,782,bonus,5,7
Waschmaschine-Topfdeckel,2,1,gleich,367,standard,4,7
Waschmaschine-Topfdeckel,1,1,anders,261,standard,3,7
Waschmaschine-Topfdeckel,2,1,anders,290,standard,2,7
Waschmaschine-Topfdeckel,3,2,anders,431,standard,1,7
Waschmaschine-Topfdeckel,5,3,initial,151,standard,0,7
Feuerzeug-Waescheklammer,6,3,anders,306,standard,3,4
Feuerzeug-Waescheklammer,1,1,anders,820,standard,2,4
